ClientID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,engagement_score,TermDepositSubscribed,ResponsePropensity
CIF001018,48,student,single,secondary,no,-857.93,yes,yes,telephone,24,jan,405,4,15,5,failure,0.9196,1,0.4584
CIF001019,20,management,married,tertiary,no,630.37,no,no,cellular,17,jan,246,2,-1,2,success,0.7867,1,0.1195
CIF001020,25,entrepreneur,single,primary,no,2095.14,yes,no,cellular,4,mar,594,3,-1,3,failure,0.8362,1,0.9823
CIF001021,21,retired,single,tertiary,no,-801.65,no,no,unknown,26,nov,1175,4,-1,5,other,0.9282,1,0.2427
CIF001022,22,retired,divorced,unknown,no,-918.85,no,no,unknown,15,jan,847,2,-1,1,success,0.6365,1,0.0725
CIF001023,71,retired,single,primary,no,-2000.0,no,no,telephone,13,feb,759,5,-1,2,other,0.9949,1,0.0242
CIF001024,70,management,divorced,unknown,no,2672.18,no,yes,telephone,19,dec,864,7,11,3,failure,0.0333,1,0.4632
CIF001025,68,management,married,unknown,no,3135.97,yes,no,telephone,5,aug,1754,2,19,1,unknown,0.8348,1,0.9183
CIF001026,21,entrepreneur,married,secondary,no,2194.98,no,no,telephone,15,jul,1795,2,-1,0,unknown,0.857,1,0.017
CIF001027,22,entrepreneur,single,primary,yes,4395.51,yes,no,unknown,19,jan,290,1,-1,1,other,0.9167,1,0.7252
CIF001028,35,blue-collar,married,secondary,no,1763.6,no,yes,telephone,21,may,206,6,-1,0,other,0.4782,1,0.2604
CIF001029,53,blue-collar,divorced,secondary,no,2676.03,no,no,cellular,16,jul,439,4,-1,4,success,0.7878,1,0.2191
CIF001030,38,management,single,secondary,no,2411.51,no,no,cellular,30,jul,1533,2,-1,0,success,0.1951,1,0.7038
CIF001031,48,entrepreneur,single,unknown,no,1225.38,yes,no,unknown,30,jul,827,2,17,1,unknown,0.6031,1,0.7479
CIF001032,28,admin.,single,primary,no,-92.47,no,no,unknown,3,feb,1554,1,-1,5,other,0.3586,0,0.559
CIF001033,63,admin.,married,secondary,no,8142.46,no,no,cellular,3,dec,1164,4,-1,3,success,0.5962,1,0.2023
CIF001034,37,student,single,unknown,no,144.15,yes,yes,cellular,16,sep,995,5,-1,4,success,0.6756,1,0.0063
CIF001035,22,entrepreneur,divorced,primary,no,-497.63,no,no,cellular,25,mar,506,2,-1,4,unknown,0.3471,0,0.7373
CIF001036,64,management,single,primary,no,2802.03,yes,no,telephone,16,dec,619,1,22,1,success,0.2162,1,0.5996
CIF001037,73,student,single,secondary,no,2255.56,no,yes,telephone,7,apr,265,4,-1,3,success,0.3217,1,0.4225
CIF001038,18,admin.,single,unknown,no,-2000.0,yes,no,cellular,17,feb,934,5,-1,1,other,0.664,0,0.2136
CIF001039,45,student,single,unknown,no,4868.03,no,no,cellular,29,nov,504,3,-1,3,unknown,0.6769,1,0.7619
CIF001040,69,retired,divorced,unknown,no,1217.42,yes,no,cellular,6,feb,526,2,11,4,unknown,0.7413,1,0.0709
CIF001041,61,management,divorced,unknown,no,-1832.79,no,no,telephone,14,jan,71,2,-1,5,other,0.1265,0,0.6427
CIF001042,71,entrepreneur,single,primary,no,5066.35,no,no,cellular,20,aug,1438,6,-1,5,failure,0.8185,1,0.6884
CIF001043,43,retired,divorced,secondary,no,3377.03,yes,no,telephone,12,apr,1690,7,-1,0,failure,0.6881,1,0.2233
CIF001044,41,blue-collar,married,tertiary,no,-2000.0,no,no,cellular,2,feb,896,6,-1,1,success,0.0305,0,0.4833
CIF001045,61,blue-collar,married,primary,no,6831.55,no,yes,unknown,21,feb,964,4,16,3,failure,0.3356,1,0.5202
CIF001046,27,student,married,unknown,no,3476.39,yes,yes,unknown,23,feb,1666,6,-1,1,other,0.4667,0,0.5913
CIF001047,32,blue-collar,divorced,tertiary,no,1469.41,yes,no,telephone,20,dec,920,3,-1,3,other,0.3606,1,0.9012
CIF001048,55,retired,single,unknown,no,6270.66,no,yes,unknown,20,sep,1120,1,-1,5,failure,0.1174,1,0.5464
CIF001049,59,student,single,secondary,no,1977.89,yes,no,telephone,20,nov,770,3,-1,1,unknown,0.2073,1,0.0673
CIF001050,25,management,married,tertiary,no,1415.75,no,yes,cellular,10,aug,925,5,-1,5,other,0.0246,1,0.345
CIF001051,49,blue-collar,single,primary,no,-480.9,no,no,cellular,1,jul,939,5,10,5,success,0.0931,0,0.6283
CIF001052,40,student,married,primary,no,3245.55,yes,no,cellular,30,mar,1279,7,-1,5,other,0.2663,1,0.3331
CIF001053,49,retired,single,tertiary,no,2929.81,no,yes,unknown,7,dec,1087,7,-1,0,failure,0.82,1,0.7679
CIF001054,77,management,single,primary,no,1544.04,no,no,unknown,25,oct,907,2,-1,1,failure,0.5266,1,0.1899
CIF001055,22,admin.,divorced,secondary,no,-869.96,yes,no,telephone,17,jul,136,1,3,0,unknown,0.4245,0,0.143
CIF001056,79,entrepreneur,divorced,unknown,no,1889.79,no,no,cellular,17,feb,1628,2,-1,0,failure,0.6622,1,0.231
CIF001057,45,entrepreneur,married,secondary,no,1290.6,yes,no,cellular,1,oct,1598,7,-1,0,success,0.5415,1,0.8761
CIF001058,65,blue-collar,divorced,secondary,no,-2000.0,yes,no,telephone,30,apr,332,6,-1,2,unknown,0.1315,0,0.6809
CIF001059,44,entrepreneur,single,secondary,no,-2000.0,no,no,cellular,16,mar,527,1,-1,0,success,0.2226,1,0.52
CIF001060,37,admin.,single,tertiary,no,3195.46,yes,no,cellular,25,sep,1752,2,27,1,success,0.2225,1,0.3003
CIF001061,65,retired,single,unknown,yes,-2000.0,yes,no,cellular,24,nov,577,4,-1,5,other,0.6,0,0.9186
CIF001062,60,entrepreneur,married,tertiary,no,2116.23,yes,no,telephone,5,aug,1461,5,-1,5,unknown,0.4616,1,0.8888
CIF001063,26,retired,married,secondary,no,65.75,no,no,cellular,29,jan,1414,7,-1,5,unknown,0.3876,0,0.3994
CIF001064,61,entrepreneur,single,secondary,no,5424.74,no,no,unknown,18,aug,1549,6,-1,0,failure,0.5566,1,0.7527
CIF001065,64,retired,divorced,primary,no,19.6,no,no,telephone,6,dec,28,2,-1,3,other,0.9701,1,0.9136
CIF001066,42,retired,single,primary,no,3478.45,yes,no,cellular,18,sep,869,1,-1,3,unknown,0.3142,1,0.3134
CIF001067,75,admin.,single,secondary,no,309.26,yes,no,cellular,19,apr,1017,5,-1,0,other,0.5202,1,0.3287
CIF001068,57,entrepreneur,divorced,secondary,no,1841.24,yes,no,unknown,20,aug,1506,4,14,5,other,0.4804,1,0.5458
CIF001069,38,retired,divorced,unknown,no,3710.51,yes,no,telephone,10,mar,404,7,14,2,unknown,0.7166,1,0.4084
CIF001070,18,management,single,unknown,no,112.33,no,no,unknown,29,nov,552,5,-1,5,failure,0.7303,1,0.7615
CIF001071,59,blue-collar,married,primary,no,4489.66,yes,no,unknown,8,nov,323,4,26,0,failure,0.7291,1,0.5369
CIF001072,30,retired,divorced,secondary,no,-1481.09,yes,no,unknown,15,jul,1371,3,28,3,failure,0.2015,0,0.2119
CIF001073,64,blue-collar,divorced,primary,no,2383.78,yes,no,unknown,26,feb,1797,1,-1,0,other,0.4491,1,0.3564
CIF001074,50,student,divorced,primary,no,4267.92,yes,no,unknown,3,may,252,7,-1,5,failure,0.8112,1,0.6712
CIF001075,46,retired,divorced,secondary,no,3480.11,yes,no,unknown,13,feb,419,6,-1,3,success,0.3815,1,0.0534
CIF001076,28,blue-collar,single,unknown,no,7249.33,yes,no,unknown,15,oct,552,2,-1,0,unknown,0.9843,1,0.3422
CIF001077,62,blue-collar,married,primary,no,-790.32,no,yes,cellular,24,sep,1600,5,-1,1,success,0.3648,0,0.0161
CIF001078,28,student,married,tertiary,yes,-2000.0,no,no,telephone,24,apr,802,3,-1,2,failure,0.4977,0,0.8209
CIF001079,43,management,divorced,secondary,no,-1483.01,no,no,unknown,24,nov,507,4,25,0,other,0.4745,1,0.1172
CIF001080,69,retired,single,tertiary,no,3481.33,yes,no,unknown,11,oct,580,6,-1,0,other,0.4337,1,0.0772
CIF001081,75,retired,single,unknown,no,2993.77,no,no,cellular,15,dec,1076,6,7,5,unknown,0.8456,1,0.7866
CIF001082,79,admin.,single,unknown,no,1806.77,no,no,cellular,1,apr,696,2,-1,5,success,0.1553,1,0.0895
CIF001083,77,retired,divorced,unknown,no,-1868.87,no,no,cellular,25,mar,252,3,-1,3,failure,0.5677,0,0.6843
CIF001084,52,entrepreneur,single,secondary,no,3800.6,no,no,unknown,10,jun,1476,6,16,5,failure,0.6186,1,0.3799
CIF001085,30,student,married,primary,no,-2000.0,yes,no,telephone,15,apr,760,7,-1,3,failure,0.8512,0,0.8217
CIF001086,70,blue-collar,divorced,unknown,no,4976.85,no,no,telephone,21,sep,462,1,-1,0,other,0.6092,1,0.1829
CIF001087,67,admin.,single,unknown,no,10072.32,no,no,cellular,24,jun,1311,6,-1,4,failure,0.96,1,0.0844
CIF001088,79,management,married,unknown,no,2599.35,no,no,cellular,3,aug,1341,4,-1,0,unknown,0.8722,1,0.2284
CIF001089,58,management,married,secondary,no,3249.32,no,no,unknown,24,mar,279,5,-1,4,unknown,0.3487,1,0.9321
CIF001090,26,management,single,secondary,no,21.42,no,no,cellular,12,feb,132,1,-1,2,other,0.8599,0,0.8291
CIF001091,49,blue-collar,divorced,primary,no,-2000.0,no,no,cellular,13,dec,81,5,-1,0,failure,0.9585,0,0.2858
CIF001092,45,entrepreneur,married,secondary,no,-308.16,yes,no,cellular,4,jun,1378,5,-1,1,unknown,0.2572,1,0.2061
CIF001093,70,student,married,secondary,no,-1778.69,no,no,cellular,22,feb,1126,5,-1,4,failure,0.6102,1,0.1568
CIF001094,42,retired,married,secondary,no,-2000.0,yes,yes,telephone,15,oct,1425,6,-1,5,other,0.2818,0,0.2212
CIF001095,38,student,married,unknown,no,6667.08,no,no,unknown,4,feb,1127,7,-1,3,other,0.6496,1,0.205
CIF001096,22,blue-collar,single,tertiary,no,2318.59,no,no,cellular,5,dec,723,6,-1,0,other,0.0936,1,0.8882
CIF001097,69,student,married,primary,no,2639.06,no,no,telephone,22,may,1061,6,-1,5,success,0.7342,1,0.02
CIF001098,64,entrepreneur,divorced,tertiary,no,572.93,yes,no,cellular,4,jun,1300,7,3,4,other,0.4198,0,0.8801
CIF001099,20,student,single,tertiary,no,981.39,no,no,telephone,16,apr,717,5,-1,2,other,0.5873,0,0.0414
CIF001100,44,student,single,tertiary,no,4393.65,yes,yes,cellular,21,feb,1647,5,-1,3,unknown,0.0259,1,0.8268
CIF001101,47,admin.,married,unknown,no,1402.99,yes,no,telephone,28,may,1619,4,-1,5,failure,0.6954,1,0.4257
CIF001102,47,student,married,unknown,no,3092.08,no,no,telephone,5,may,1441,6,25,2,success,0.496,1,0.0772
CIF001103,74,management,single,secondary,no,911.99,no,yes,telephone,9,jun,1786,1,-1,0,failure,0.6253,1,0.799
CIF001104,27,retired,married,secondary,no,473.54,yes,no,cellular,5,jun,702,4,-1,0,other,0.3157,0,0.2564
CIF001105,36,management,single,primary,no,-2000.0,no,no,cellular,27,aug,205,3,-1,3,other,0.1458,0,0.878
CIF001106,29,blue-collar,single,unknown,no,-2000.0,yes,no,cellular,18,jan,871,7,-1,5,success,0.4354,0,0.7523
CIF001107,33,student,single,unknown,no,715.31,no,no,unknown,30,may,1342,1,-1,4,unknown,0.944,1,0.9818
CIF001108,74,admin.,single,tertiary,no,1669.49,yes,yes,cellular,2,nov,1402,5,-1,3,failure,0.2278,1,0.8319
CIF001109,76,retired,divorced,primary,no,-2000.0,yes,no,telephone,22,dec,699,2,-1,1,unknown,0.6758,1,0.241
CIF001110,20,blue-collar,divorced,tertiary,no,1396.58,yes,no,telephone,1,jul,526,7,-1,2,failure,0.0498,1,0.4092
CIF001111,57,retired,married,unknown,no,1661.26,yes,no,telephone,4,may,801,6,-1,0,unknown,0.7181,1,0.6966
CIF001112,32,entrepreneur,single,primary,yes,-2000.0,yes,no,cellular,13,may,1446,2,8,2,unknown,0.2384,0,0.3161
CIF001113,29,blue-collar,divorced,tertiary,yes,-1245.37,yes,no,telephone,12,oct,109,7,-1,3,unknown,0.4515,0,0.5465
CIF001114,36,blue-collar,divorced,tertiary,no,2721.79,yes,no,unknown,11,may,590,4,22,5,failure,0.3678,1,0.2376
CIF001115,30,blue-collar,married,tertiary,no,2661.18,no,yes,unknown,3,dec,413,7,4,5,unknown,0.1128,0,0.663
CIF001116,48,student,divorced,tertiary,no,-1961.02,no,no,cellular,17,jan,1450,6,11,4,unknown,0.3456,1,0.3421
CIF001117,79,retired,divorced,unknown,yes,1975.34,yes,no,telephone,11,aug,845,1,3,0,failure,0.3501,1,0.0552
CIF001118,54,retired,single,primary,no,4567.22,no,no,cellular,30,jul,156,2,-1,4,success,0.5221,0,0.9678
CIF001119,62,management,divorced,tertiary,no,3831.22,no,no,unknown,24,jun,471,3,-1,1,success,0.9724,1,0.8439
CIF001120,48,entrepreneur,single,unknown,no,1214.14,yes,no,telephone,14,jun,79,2,-1,3,failure,0.47,1,0.3037
CIF001121,18,student,divorced,unknown,no,96.07,no,no,unknown,23,feb,856,1,-1,5,success,0.9144,0,0.1296
CIF001122,23,blue-collar,divorced,secondary,no,-388.03,no,no,unknown,18,may,1795,7,-1,5,unknown,0.4616,0,0.7352
CIF001123,34,student,divorced,unknown,no,2903.46,yes,no,cellular,15,may,1021,7,-1,3,success,0.1075,1,0.2207
CIF001124,33,entrepreneur,divorced,secondary,no,2085.31,no,yes,telephone,28,aug,1565,4,-1,1,unknown,0.2302,1,0.6055
CIF001125,70,entrepreneur,divorced,secondary,no,3388.21,yes,no,telephone,18,aug,1336,2,23,3,unknown,0.4075,1,0.7791
CIF001126,70,entrepreneur,single,unknown,no,1895.62,no,no,cellular,15,may,1589,2,-1,4,other,0.3254,1,0.2724
CIF001127,70,retired,single,secondary,no,3956.29,no,no,unknown,17,jul,559,7,-1,3,failure,0.8658,1,0.2846
CIF001128,57,retired,single,secondary,no,1783.78,yes,yes,telephone,24,jul,1712,3,-1,2,success,0.6786,1,0.0616
CIF001129,52,retired,divorced,tertiary,no,3854.07,no,no,cellular,23,jan,429,1,-1,2,failure,0.5783,1,0.3198
CIF001130,58,admin.,single,tertiary,no,4112.47,yes,no,telephone,17,nov,788,3,19,3,success,0.4912,1,0.5975
CIF001131,43,admin.,married,unknown,no,-913.58,yes,no,unknown,6,nov,1226,4,-1,0,success,0.3973,0,0.1558
CIF001132,59,student,divorced,tertiary,no,-2000.0,no,yes,telephone,20,may,516,5,-1,5,other,0.6122,1,0.9531
CIF001133,67,student,divorced,primary,no,6130.48,yes,no,unknown,13,oct,476,3,-1,0,unknown,0.1246,1,0.7224
CIF001134,65,admin.,divorced,primary,no,2269.98,no,no,unknown,28,may,234,7,-1,5,success,0.1625,1,0.2039
CIF001135,56,student,married,unknown,no,-2000.0,yes,no,telephone,28,jan,7,5,-1,0,other,0.3031,0,0.5306
CIF001136,21,blue-collar,divorced,secondary,no,-641.46,no,no,unknown,1,nov,902,7,28,3,failure,0.1712,0,0.3914
CIF001137,62,student,divorced,primary,no,3815.62,yes,no,telephone,30,apr,1776,3,-1,2,failure,0.6771,1,0.3824
CIF001138,40,student,married,primary,no,660.97,no,yes,telephone,28,may,396,5,-1,3,success,0.0248,1,0.56
CIF001139,64,management,married,primary,no,-36.18,yes,yes,unknown,28,jul,792,3,-1,2,success,0.1602,1,0.1082
CIF001140,51,blue-collar,married,primary,no,5702.65,yes,no,cellular,15,jun,1683,5,-1,5,failure,0.9026,1,0.2153
CIF001141,72,retired,divorced,unknown,no,-1641.86,no,no,unknown,9,apr,1390,6,29,0,other,0.9975,1,0.1497
CIF001142,38,admin.,divorced,tertiary,no,-894.46,no,no,telephone,19,oct,7,3,1,5,success,0.4876,0,0.174
CIF001143,75,entrepreneur,single,tertiary,no,2134.16,no,no,telephone,27,may,901,7,-1,4,success,0.4954,1,0.6552
CIF001144,70,management,single,primary,no,2671.36,yes,no,unknown,14,aug,257,7,-1,4,unknown,0.7734,1,0.9962
CIF001145,38,admin.,single,tertiary,no,2989.03,yes,no,telephone,30,aug,444,7,-1,0,success,0.0362,1,0.6511
CIF001146,47,entrepreneur,divorced,unknown,no,4233.71,no,no,unknown,8,dec,443,2,-1,0,other,0.427,1,0.9847
CIF001147,50,retired,married,unknown,no,2095.74,no,no,telephone,26,jun,1102,6,-1,2,success,0.0998,1,0.577
CIF001148,65,admin.,married,secondary,no,2968.15,no,no,cellular,2,jun,358,1,11,1,success,0.4009,1,0.2833
CIF001149,60,entrepreneur,married,tertiary,no,722.37,no,no,telephone,26,nov,453,1,-1,4,success,0.9838,1,0.8723
CIF001150,70,admin.,divorced,secondary,yes,1688.09,yes,no,cellular,29,jun,406,7,-1,5,unknown,0.7536,1,0.0672
CIF001151,40,management,single,unknown,no,1822.6,yes,no,unknown,22,apr,642,2,3,2,unknown,0.985,1,0.1024
CIF001152,49,admin.,divorced,unknown,no,2145.29,no,no,cellular,19,jan,1180,7,2,4,success,0.746,1,0.9476
CIF001153,44,blue-collar,divorced,primary,no,3817.62,no,no,telephone,13,apr,719,4,-1,0,unknown,0.6081,1,0.6502
CIF001154,74,management,married,secondary,no,3165.44,no,no,unknown,27,mar,589,3,-1,4,unknown,0.7542,1,0.929
CIF001155,36,blue-collar,divorced,primary,no,1632.65,no,no,cellular,4,apr,931,1,-1,0,other,0.6591,1,0.1329
CIF001156,54,blue-collar,married,tertiary,no,-927.38,no,yes,telephone,9,jul,1107,5,14,4,failure,0.4641,1,0.7683
CIF001157,25,student,divorced,secondary,no,1703.01,yes,no,telephone,4,jul,27,6,-1,2,other,0.2925,0,0.2348
CIF001158,70,retired,divorced,tertiary,no,1415.95,yes,no,telephone,9,mar,1602,4,-1,2,other,0.5202,1,0.3434
CIF001159,41,admin.,divorced,unknown,no,2079.54,yes,no,unknown,16,jun,1649,6,-1,1,unknown,0.2585,1,0.899
CIF001160,39,student,married,unknown,no,8119.58,no,no,cellular,11,jun,1084,3,-1,2,other,0.4867,1,0.4113
CIF001161,54,entrepreneur,divorced,primary,no,-71.32,no,no,telephone,13,jan,1034,4,-1,5,failure,0.1461,0,0.6705
CIF001162,48,admin.,divorced,primary,no,2766.87,yes,no,cellular,7,apr,1250,3,9,4,success,0.5654,1,0.8873
CIF001163,70,student,married,unknown,no,4705.39,no,no,telephone,11,sep,793,5,-1,2,unknown,0.2453,1,0.8709
CIF001164,50,entrepreneur,single,primary,no,1794.01,yes,no,unknown,15,jan,657,1,-1,1,failure,0.2936,1,0.0089
CIF001165,50,blue-collar,divorced,secondary,no,8513.54,yes,no,cellular,7,apr,634,4,29,3,success,0.499,1,0.1582
CIF001166,24,admin.,single,unknown,no,365.88,yes,no,telephone,29,jun,287,4,-1,4,failure,0.1625,0,0.9186
CIF001167,19,student,single,secondary,no,2472.27,no,no,cellular,27,feb,1514,4,-1,1,success,0.9624,1,0.5624
CIF001168,42,blue-collar,married,primary,no,-896.42,yes,no,cellular,27,aug,577,4,-1,4,unknown,0.4469,1,0.4802
CIF001169,79,management,single,unknown,no,445.43,no,no,unknown,1,sep,511,5,-1,5,unknown,0.3523,0,0.0653
CIF001170,74,blue-collar,divorced,tertiary,no,2246.8,yes,no,unknown,15,may,1735,4,-1,5,success,0.0292,1,0.0251
CIF001171,56,student,single,secondary,no,4038.91,no,no,unknown,24,mar,912,2,-1,3,failure,0.8433,1,0.9534
CIF001172,57,retired,divorced,tertiary,no,2457.28,yes,no,telephone,11,oct,1119,2,-1,1,success,0.6258,1,0.4739
CIF001173,42,management,divorced,tertiary,no,5277.34,no,yes,telephone,7,mar,441,5,-1,1,failure,0.4164,1,0.7864
CIF001174,29,entrepreneur,divorced,tertiary,no,1215.1,no,no,unknown,19,feb,499,7,-1,4,unknown,0.2455,0,0.22
CIF001175,18,management,single,unknown,no,503.49,no,no,telephone,1,jan,1311,6,15,2,success,0.7451,1,0.2371
CIF001176,39,entrepreneur,divorced,unknown,no,9611.96,yes,no,unknown,19,feb,811,5,-1,0,unknown,0.9455,1,0.5603
CIF001177,37,student,married,secondary,no,2682.71,no,no,cellular,14,nov,265,7,5,4,other,0.3808,1,0.876
CIF001178,29,retired,single,unknown,no,-658.44,yes,no,cellular,21,dec,1503,7,-1,0,unknown,0.1349,0,0.2886
CIF001179,34,admin.,married,unknown,no,-582.79,no,no,telephone,21,jul,724,4,-1,5,other,0.1092,1,0.3288
CIF001180,19,retired,divorced,primary,no,-1328.04,no,yes,cellular,17,dec,1203,1,-1,2,failure,0.0064,0,0.5506
CIF001181,55,blue-collar,divorced,secondary,no,4309.71,yes,yes,cellular,18,sep,614,5,-1,2,other,0.744,1,0.04
CIF001182,75,blue-collar,single,tertiary,no,406.87,yes,no,cellular,1,may,1009,5,-1,0,unknown,0.9814,1,0.3788
CIF001183,60,entrepreneur,single,unknown,no,1882.09,yes,no,cellular,30,sep,1396,2,-1,1,failure,0.9928,1,0.5563
CIF001184,45,blue-collar,single,tertiary,no,1309.47,no,no,unknown,3,jun,1593,6,-1,5,failure,0.7842,1,0.0048
CIF001185,44,student,divorced,tertiary,no,3694.48,yes,no,telephone,30,dec,373,7,-1,3,unknown,0.1622,1,0.638
CIF001186,37,student,married,secondary,no,-1040.23,yes,no,unknown,30,nov,1210,3,-1,5,failure,0.9777,1,0.051
CIF001187,26,admin.,divorced,primary,no,-1726.72,no,no,cellular,22,nov,1646,4,-1,5,unknown,0.3278,0,0.72
CIF001188,55,blue-collar,married,unknown,no,2172.89,no,no,cellular,23,jul,1156,2,-1,0,failure,0.3336,1,0.8017
CIF001189,53,entrepreneur,married,tertiary,no,3302.88,no,yes,telephone,1,jul,257,2,-1,2,failure,0.6873,1,0.8388
CIF001190,18,retired,divorced,secondary,no,2497.6,no,no,unknown,29,feb,341,2,-1,5,unknown,0.049,1,0.6734
CIF001191,43,management,divorced,unknown,no,-928.36,yes,no,unknown,16,aug,365,3,-1,2,other,0.8258,1,0.5616
CIF001192,35,retired,single,primary,no,3532.45,no,no,unknown,11,feb,191,2,-1,3,success,0.9973,1,0.3076
CIF001193,28,admin.,single,secondary,no,-731.58,no,no,telephone,21,jul,1356,2,-1,3,other,0.7751,1,0.4246
CIF001194,61,management,divorced,unknown,no,-64.62,no,no,unknown,17,feb,1737,4,-1,4,other,0.7817,1,0.0871
CIF001195,50,blue-collar,divorced,secondary,no,-1331.86,no,no,cellular,11,jun,930,5,-1,5,failure,0.3903,1,0.7071
CIF001196,57,blue-collar,divorced,unknown,no,5403.48,no,no,telephone,10,oct,1077,3,21,5,failure,0.0659,1,0.0247
CIF001197,62,retired,divorced,unknown,no,3400.26,yes,no,cellular,4,apr,1392,4,-1,3,other,0.7927,1,0.4134
CIF001198,78,admin.,single,primary,no,3314.98,no,no,cellular,28,aug,748,2,12,3,failure,0.5972,1,0.5062
CIF001199,67,admin.,married,secondary,no,5241.63,yes,no,telephone,20,apr,850,5,-1,2,unknown,0.9093,1,0.6501
CIF001200,56,entrepreneur,married,unknown,no,9937.95,yes,no,unknown,9,apr,1060,5,-1,0,success,0.116,1,0.3432
CIF001201,72,retired,single,secondary,no,-2000.0,no,no,cellular,22,mar,548,7,-1,4,other,0.3051,0,0.4428
CIF001202,47,management,single,primary,no,-715.13,no,no,unknown,21,feb,111,1,-1,0,unknown,0.3607,0,0.5874
CIF001203,79,admin.,divorced,primary,no,-348.53,no,no,telephone,5,may,1021,6,-1,4,success,0.6833,1,0.9232
CIF001204,65,retired,married,primary,no,-1052.46,yes,no,unknown,6,feb,1479,3,14,2,failure,0.7877,1,0.672
CIF001205,58,entrepreneur,divorced,primary,no,-1732.75,yes,no,cellular,7,nov,131,1,-1,4,failure,0.961,0,0.2544
CIF001206,74,retired,divorced,secondary,no,601.04,yes,no,unknown,4,sep,389,5,-1,5,failure,0.2954,1,0.8473
CIF001207,49,blue-collar,divorced,secondary,no,-2000.0,no,no,cellular,25,mar,473,2,-1,3,unknown,0.4936,1,0.0551
CIF001208,62,student,single,unknown,no,2505.13,no,no,telephone,5,nov,1448,2,-1,3,failure,0.029,1,0.2723
CIF001209,35,blue-collar,married,tertiary,yes,1655.09,no,no,unknown,25,may,908,7,9,2,failure,0.253,1,0.1082
CIF001210,77,student,single,primary,no,2943.09,no,no,unknown,16,jul,961,2,-1,2,other,0.374,1,0.447
CIF001211,56,entrepreneur,single,primary,yes,3023.19,yes,no,cellular,4,sep,1161,4,-1,0,unknown,0.5938,1,0.6369
CIF001212,66,retired,single,primary,no,3309.02,no,no,cellular,26,oct,497,2,23,0,other,0.4708,1,0.531
CIF001213,46,management,single,secondary,no,379.77,yes,no,telephone,6,jan,1284,1,26,4,unknown,0.3645,1,0.8113
CIF001214,71,admin.,single,tertiary,no,7863.43,no,yes,telephone,30,apr,54,1,-1,5,failure,0.6241,1,0.5675
CIF001215,22,admin.,single,primary,no,2203.29,no,no,cellular,1,may,204,1,-1,0,failure,0.8286,1,0.2327
CIF001216,25,entrepreneur,married,secondary,no,-2000.0,no,no,cellular,19,aug,1468,4,13,1,failure,0.2417,0,0.5364
CIF001217,49,blue-collar,single,secondary,no,-1507.13,no,no,cellular,10,nov,1184,4,-1,3,other,0.3429,1,0.7355
CIF001218,63,management,married,primary,no,-2000.0,yes,no,cellular,17,jun,317,1,-1,4,other,0.7049,1,0.503
CIF001219,68,admin.,single,primary,no,1552.0,no,no,telephone,26,jun,789,3,-1,4,success,0.7779,1,0.442
CIF001220,45,management,single,primary,no,1134.58,yes,yes,cellular,24,feb,93,2,21,4,success,0.8254,1,0.5291
CIF001221,58,blue-collar,divorced,primary,no,94.72,no,no,unknown,9,jul,1209,4,22,0,success,0.2093,0,0.5481
CIF001222,52,blue-collar,divorced,unknown,no,7532.78,no,no,unknown,2,jun,1360,7,-1,1,other,0.5393,1,0.3106
CIF001223,77,entrepreneur,single,unknown,no,3146.95,yes,no,cellular,9,aug,501,5,-1,2,other,0.9,1,0.8542
CIF001224,58,management,married,tertiary,no,3678.3,yes,no,unknown,25,nov,630,7,-1,0,other,0.392,1,0.2077
CIF001225,43,entrepreneur,divorced,unknown,no,-1293.22,yes,no,telephone,16,jul,426,2,-1,2,unknown,0.4299,1,0.0328
CIF001226,78,entrepreneur,married,unknown,no,-1497.43,no,no,cellular,23,jan,700,2,18,2,failure,0.9848,1,0.7415
CIF001227,24,entrepreneur,married,unknown,no,1610.42,yes,no,cellular,15,oct,490,6,-1,5,failure,0.1131,0,0.8423
CIF001228,79,entrepreneur,married,primary,no,2019.02,yes,no,telephone,16,jun,444,3,-1,1,unknown,0.7056,1,0.6427
CIF001229,27,entrepreneur,divorced,unknown,no,-2000.0,yes,no,unknown,2,jun,774,6,1,5,other,0.8502,0,0.4689
CIF001230,35,student,single,secondary,no,959.08,yes,no,cellular,1,nov,1546,4,-1,4,unknown,0.1508,0,0.9752
CIF001231,68,management,married,tertiary,no,1542.22,yes,no,cellular,22,aug,1372,2,14,4,other,0.7145,1,0.3708
CIF001232,63,entrepreneur,married,unknown,no,854.55,no,no,telephone,7,oct,535,6,-1,4,other,0.4697,1,0.4059
CIF001233,78,retired,single,secondary,no,-940.17,yes,no,unknown,11,nov,1697,4,10,5,success,0.8529,1,0.5911
CIF001234,64,management,divorced,secondary,no,-118.61,yes,no,cellular,12,jun,378,6,-1,1,failure,0.9075,1,0.4304
CIF001235,57,student,single,primary,no,969.42,no,no,unknown,19,dec,1639,4,-1,2,failure,0.8725,1,0.5553
CIF001236,39,management,married,primary,no,1772.4,yes,no,telephone,29,mar,556,1,-1,3,success,0.0644,1,0.9666
CIF001237,18,blue-collar,single,primary,no,3314.37,yes,yes,cellular,23,nov,972,5,-1,5,success,0.7569,1,0.2375
